,Hotel Name,Address,Rating (5),Price (2)
0,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1,Wok Toss,TG West Pune,4.7,1000
2,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
3,Fountain House,HG West Pune,4.4,1500
4,Urban Tadka,"TS Nagar, West Pune",4.6,1100
5,Pop Tate's,"TS Nagar, West Pune",4.4,1900
6,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
7,Little Italy,"IS Nagar, West Pune",4.1,1500
8,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
9,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
10,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
11,Madeline,"MS Nagar, West Pune",4.4,900
12,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
13,Mughal's,"MF Road, West Pune",5.0,1000
14,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
15,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
16,High Garden,"GS Bapat Road, West Pune",4.2,1000
17,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
18,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
19,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
20,Wok Toss,TG West Pune,4.7,1000
21,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
22,Fountain House,HG West Pune,4.4,1500
23,Urban Tadka,"TS Nagar, West Pune",4.6,1100
24,Pop Tate's,"TS Nagar, West Pune",4.4,1900
25,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
26,Little Italy,"IS Nagar, West Pune",4.1,1500
27,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
28,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
29,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
30,Madeline,"MS Nagar, West Pune",4.4,900
31,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
32,Mughal's,"MF Road, West Pune",5.0,1000
33,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
34,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
35,High Garden,"GS Bapat Road, West Pune",4.2,1000
36,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
37,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
38,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
39,Wok Toss,TG West Pune,4.7,1000
40,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
41,Fountain House,HG West Pune,4.4,1500
42,Urban Tadka,"TS Nagar, West Pune",4.6,1100
43,Pop Tate's,"TS Nagar, West Pune",4.4,1900
44,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
45,Little Italy,"IS Nagar, West Pune",4.1,1500
46,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
47,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
48,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
49,Madeline,"MS Nagar, West Pune",4.4,900
50,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
51,Mughal's,"MF Road, West Pune",5.0,1000
52,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
53,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
54,High Garden,"GS Bapat Road, West Pune",4.2,1000
55,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
56,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
57,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
58,Wok Toss,TG West Pune,4.7,1000
59,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
60,Fountain House,HG West Pune,4.4,1500
61,Urban Tadka,"TS Nagar, West Pune",4.6,1100
62,Pop Tate's,"TS Nagar, West Pune",4.4,1900
63,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
64,Little Italy,"IS Nagar, West Pune",4.1,1500
65,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
66,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
67,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
68,Madeline,"MS Nagar, West Pune",4.4,900
69,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
70,Mughal's,"MF Road, West Pune",5.0,1000
71,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
72,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
73,High Garden,"GS Bapat Road, West Pune",4.2,1000
74,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
75,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
76,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
77,Wok Toss,TG West Pune,4.7,1000
78,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
79,Fountain House,HG West Pune,4.4,1500
80,Urban Tadka,"TS Nagar, West Pune",4.6,1100
81,Pop Tate's,"TS Nagar, West Pune",4.4,1900
82,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
83,Little Italy,"IS Nagar, West Pune",4.1,1500
84,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
85,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
86,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
87,Madeline,"MS Nagar, West Pune",4.4,900
88,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
89,Mughal's,"MF Road, West Pune",5.0,1000
90,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
91,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
92,High Garden,"GS Bapat Road, West Pune",4.2,1000
93,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
94,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
95,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
96,Wok Toss,TG West Pune,4.7,1000
97,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
98,Fountain House,HG West Pune,4.4,1500
99,Urban Tadka,"TS Nagar, West Pune",4.6,1100
100,Pop Tate's,"TS Nagar, West Pune",4.4,1900
101,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
102,Little Italy,"IS Nagar, West Pune",4.1,1500
103,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
104,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
105,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
106,Madeline,"MS Nagar, West Pune",4.4,900
107,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
108,Mughal's,"MF Road, West Pune",5.0,1000
109,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
110,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
111,High Garden,"GS Bapat Road, West Pune",4.2,1000
112,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
113,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
114,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
115,Wok Toss,TG West Pune,4.7,1000
116,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
117,Fountain House,HG West Pune,4.4,1500
118,Urban Tadka,"TS Nagar, West Pune",4.6,1100
119,Pop Tate's,"TS Nagar, West Pune",4.4,1900
120,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
121,Little Italy,"IS Nagar, West Pune",4.1,1500
122,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
123,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
124,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
125,Madeline,"MS Nagar, West Pune",4.4,900
126,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
127,Mughal's,"MF Road, West Pune",5.0,1000
128,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
129,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
130,High Garden,"GS Bapat Road, West Pune",4.2,1000
131,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
132,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
133,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
134,Wok Toss,TG West Pune,4.7,1000
135,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
136,Fountain House,HG West Pune,4.4,1500
137,Urban Tadka,"TS Nagar, West Pune",4.6,1100
138,Pop Tate's,"TS Nagar, West Pune",4.4,1900
139,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
140,Little Italy,"IS Nagar, West Pune",4.1,1500
141,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
142,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
143,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
144,Madeline,"MS Nagar, West Pune",4.4,900
145,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
146,Mughal's,"MF Road, West Pune",5.0,1000
147,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
148,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
149,High Garden,"GS Bapat Road, West Pune",4.2,1000
150,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
151,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
152,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
153,Wok Toss,TG West Pune,4.7,1000
154,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
155,Fountain House,HG West Pune,4.4,1500
156,Urban Tadka,"TS Nagar, West Pune",4.6,1100
157,Pop Tate's,"TS Nagar, West Pune",4.4,1900
158,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
159,Little Italy,"IS Nagar, West Pune",4.1,1500
160,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
161,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
162,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
163,Madeline,"MS Nagar, West Pune",4.4,900
164,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
165,Mughal's,"MF Road, West Pune",5.0,1000
166,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
167,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
168,High Garden,"GS Bapat Road, West Pune",4.2,1000
169,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
170,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
171,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
172,Wok Toss,TG West Pune,4.7,1000
173,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
174,Fountain House,HG West Pune,4.4,1500
175,Urban Tadka,"TS Nagar, West Pune",4.6,1100
176,Pop Tate's,"TS Nagar, West Pune",4.4,1900
177,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
178,Little Italy,"IS Nagar, West Pune",4.1,1500
179,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
180,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
181,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
182,Madeline,"MS Nagar, West Pune",4.4,900
183,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
184,Mughal's,"MF Road, West Pune",5.0,1000
185,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
186,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
187,High Garden,"GS Bapat Road, West Pune",4.2,1000
188,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
189,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
190,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
191,Wok Toss,TG West Pune,4.7,1000
192,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
193,Fountain House,HG West Pune,4.4,1500
194,Urban Tadka,"TS Nagar, West Pune",4.6,1100
195,Pop Tate's,"TS Nagar, West Pune",4.4,1900
196,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
197,Little Italy,"IS Nagar, West Pune",4.1,1500
198,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
199,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
200,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
201,Madeline,"MS Nagar, West Pune",4.4,900
202,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
203,Mughal's,"MF Road, West Pune",5.0,1000
204,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
205,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
206,High Garden,"GS Bapat Road, West Pune",4.2,1000
207,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
208,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
209,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
210,Wok Toss,TG West Pune,4.7,1000
211,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
212,Fountain House,HG West Pune,4.4,1500
213,Urban Tadka,"TS Nagar, West Pune",4.6,1100
214,Pop Tate's,"TS Nagar, West Pune",4.4,1900
215,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
216,Little Italy,"IS Nagar, West Pune",4.1,1500
217,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
218,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
219,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
220,Madeline,"MS Nagar, West Pune",4.4,900
221,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
222,Mughal's,"MF Road, West Pune",5.0,1000
223,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
224,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
225,High Garden,"GS Bapat Road, West Pune",4.2,1000
226,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
227,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
228,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
229,Wok Toss,TG West Pune,4.7,1000
230,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
231,Fountain House,HG West Pune,4.4,1500
232,Urban Tadka,"TS Nagar, West Pune",4.6,1100
233,Pop Tate's,"TS Nagar, West Pune",4.4,1900
234,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
235,Little Italy,"IS Nagar, West Pune",4.1,1500
236,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
237,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
238,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
239,Madeline,"MS Nagar, West Pune",4.4,900
240,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
241,Mughal's,"MF Road, West Pune",5.0,1000
242,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
243,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
244,High Garden,"GS Bapat Road, West Pune",4.2,1000
245,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
246,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
247,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
248,Wok Toss,TG West Pune,4.7,1000
249,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
250,Fountain House,HG West Pune,4.4,1500
251,Urban Tadka,"TS Nagar, West Pune",4.6,1100
252,Pop Tate's,"TS Nagar, West Pune",4.4,1900
253,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
254,Little Italy,"IS Nagar, West Pune",4.1,1500
255,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
256,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
257,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
258,Madeline,"MS Nagar, West Pune",4.4,900
259,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
260,Mughal's,"MF Road, West Pune",5.0,1000
261,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
262,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
263,High Garden,"GS Bapat Road, West Pune",4.2,1000
264,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
265,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
266,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
267,Wok Toss,TG West Pune,4.7,1000
268,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
269,Fountain House,HG West Pune,4.4,1500
270,Urban Tadka,"TS Nagar, West Pune",4.6,1100
271,Pop Tate's,"TS Nagar, West Pune",4.4,1900
272,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
273,Little Italy,"IS Nagar, West Pune",4.1,1500
274,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
275,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
276,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
277,Madeline,"MS Nagar, West Pune",4.4,900
278,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
279,Mughal's,"MF Road, West Pune",5.0,1000
280,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
281,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
282,High Garden,"GS Bapat Road, West Pune",4.2,1000
283,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
284,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
285,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
286,Wok Toss,TG West Pune,4.7,1000
287,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
288,Fountain House,HG West Pune,4.4,1500
289,Urban Tadka,"TS Nagar, West Pune",4.6,1100
290,Pop Tate's,"TS Nagar, West Pune",4.4,1900
291,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
292,Little Italy,"IS Nagar, West Pune",4.1,1500
293,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
294,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
295,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
296,Madeline,"MS Nagar, West Pune",4.4,900
297,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
298,Mughal's,"MF Road, West Pune",5.0,1000
299,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
300,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
301,High Garden,"GS Bapat Road, West Pune",4.2,1000
302,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
303,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
304,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
305,Wok Toss,TG West Pune,4.7,1000
306,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
307,Fountain House,HG West Pune,4.4,1500
308,Urban Tadka,"TS Nagar, West Pune",4.6,1100
309,Pop Tate's,"TS Nagar, West Pune",4.4,1900
310,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
311,Little Italy,"IS Nagar, West Pune",4.1,1500
312,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
313,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
314,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
315,Madeline,"MS Nagar, West Pune",4.4,900
316,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
317,Mughal's,"MF Road, West Pune",5.0,1000
318,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
319,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
320,High Garden,"GS Bapat Road, West Pune",4.2,1000
321,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
322,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
323,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
324,Wok Toss,TG West Pune,4.7,1000
325,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
326,Fountain House,HG West Pune,4.4,1500
327,Urban Tadka,"TS Nagar, West Pune",4.6,1100
328,Pop Tate's,"TS Nagar, West Pune",4.4,1900
329,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
330,Little Italy,"IS Nagar, West Pune",4.1,1500
331,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
332,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
333,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
334,Madeline,"MS Nagar, West Pune",4.4,900
335,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
336,Mughal's,"MF Road, West Pune",5.0,1000
337,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
338,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
339,High Garden,"GS Bapat Road, West Pune",4.2,1000
340,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
341,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
342,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
343,Wok Toss,TG West Pune,4.7,1000
344,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
345,Fountain House,HG West Pune,4.4,1500
346,Urban Tadka,"TS Nagar, West Pune",4.6,1100
347,Pop Tate's,"TS Nagar, West Pune",4.4,1900
348,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
349,Little Italy,"IS Nagar, West Pune",4.1,1500
350,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
351,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
352,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
353,Madeline,"MS Nagar, West Pune",4.4,900
354,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
355,Mughal's,"MF Road, West Pune",5.0,1000
356,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
357,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
358,High Garden,"GS Bapat Road, West Pune",4.2,1000
359,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
360,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
361,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
362,Wok Toss,TG West Pune,4.7,1000
363,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
364,Fountain House,HG West Pune,4.4,1500
365,Urban Tadka,"TS Nagar, West Pune",4.6,1100
366,Pop Tate's,"TS Nagar, West Pune",4.4,1900
367,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
368,Little Italy,"IS Nagar, West Pune",4.1,1500
369,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
370,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
371,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
372,Madeline,"MS Nagar, West Pune",4.4,900
373,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
374,Mughal's,"MF Road, West Pune",5.0,1000
375,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
376,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
377,High Garden,"GS Bapat Road, West Pune",4.2,1000
378,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
379,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
380,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
381,Wok Toss,TG West Pune,4.7,1000
382,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
383,Fountain House,HG West Pune,4.4,1500
384,Urban Tadka,"TS Nagar, West Pune",4.6,1100
385,Pop Tate's,"TS Nagar, West Pune",4.4,1900
386,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
387,Little Italy,"IS Nagar, West Pune",4.1,1500
388,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
389,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
390,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
391,Madeline,"MS Nagar, West Pune",4.4,900
392,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
393,Mughal's,"MF Road, West Pune",5.0,1000
394,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
395,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
396,High Garden,"GS Bapat Road, West Pune",4.2,1000
397,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
398,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
399,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
400,Wok Toss,TG West Pune,4.7,1000
401,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
402,Fountain House,HG West Pune,4.4,1500
403,Urban Tadka,"TS Nagar, West Pune",4.6,1100
404,Pop Tate's,"TS Nagar, West Pune",4.4,1900
405,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
406,Little Italy,"IS Nagar, West Pune",4.1,1500
407,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
408,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
409,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
410,Madeline,"MS Nagar, West Pune",4.4,900
411,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
412,Mughal's,"MF Road, West Pune",5.0,1000
413,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
414,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
415,High Garden,"GS Bapat Road, West Pune",4.2,1000
416,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
417,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
418,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
419,Wok Toss,TG West Pune,4.7,1000
